"sample_id"	"name"	"description"	"path"	"path_2"	"ncbi_accession"	"ncbi_query"	"ncbi_query_max"	"sequence_type"	"report_group_ids"	"color_by"	"ploidy"	"enabled"	"ref_contextual_usage"	"ref_enabled"	"sra_2"	"Organism"	"Platform"	"ReleaseDate"	"Sample.Name"	"SRA.Study"	"Sample_Name"	"strain"	"geo_loc_name_country"	"geo_loc_name_country_continent"	"geographic_location_.country_and.or_sea."	"Serovar"	"specific_host"	"Collection_Date"	"host_health_state"	"isolation_source"	"ENA_first_public"	"ENA_last_update"	"external_id"	"Scientific_Name"	"Submitter_Id"	"SRA_accession"	"Title"	"ref_ids"
"ERR025599"	"ERR025599"	"ERR025599"	""	""	"ERR025599"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA881990"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA881990"	"ERP000165"	"ERS011978"	"QMP M1-895"	"USA"	"North America"	"USA"	"QMP M1-895"	"Homo sapiens"	"2007"	"diseased"	"urine"	""	""	""	""	""	"ERS011978"	"Klebsiella pneumoniae"	""
"ERR025105"	"ERR025105"	"ERR025105"	""	""	"ERR025105"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882170"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882170"	"ERP000165"	"ERS005781"	"AJ218"	"Australia"	"Oceania"	"Australia"	"AJ218"	"Homo sapiens"	"2002"	"diseased"	"urine"	""	""	""	""	""	"ERS005781"	"Klebsiella pneumoniae"	""
"ERR025667"	"ERR025667"	"ERR025667"	""	""	"ERR025667"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882215"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882215"	"ERP000165"	"ERS012041"	"1612"	"Indonesia"	"Asia"	"Indonesia"	"1612"	"Homo sapiens"	"2005"	"diseased"	"sterile"	""	""	""	""	""	"ERS012041"	"Klebsiella pneumoniae"	""
"ERR025144"	"ERR025144"	"ERR025144"	""	""	"ERR025144"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882216"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882216"	"ERP000165"	"QMP_M1_222-sc-2010-06-22-227675"	"QMP M1-562"	"USA"	"North America"	"USA"	"QMP M1-562"	"Bovine"	"2005"	"diseased"	"sterile"	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882216"	"Klebsiella pneumoniae"	"QMP_M1_222-sc-2010-06-22-227675"	""	""	""
"ERR024843"	"ERR024843"	"ERR024843"	""	""	"ERR024843"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882041"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882041"	"ERP000165"	"ERS005765"	"AJ155"	"Australia"	"Oceania"	"Australia"	"AJ155"	"Homo sapiens"	"2002"	"diseased"	""	""	""	""	""	""	"ERS005765"	"Klebsiella pneumoniae"	""
"ERR025995"	"ERR025995"	"ERR025995"	""	""	"ERR025995"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882190"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882190"	"ERP000165"	"1896_0-sc-2010-06-22-227781"	"1896"	"Indonesia"	"Asia"	"Indonesia"	"1896"	"Homo sapiens"	"2005"	"diseased"	"sterile"	"2011-02-14T17:17:45Z"	"2018-03-09T09:52:30Z"	"SAMEA882190"	"Klebsiella pneumoniae"	"1896_0-sc-2010-06-22-227781"	""	""	""
"ERR025468"	"ERR025468"	"ERR025468"	""	""	"ERR025468"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882205"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882205"	"ERP000165"	"07_0003m-sc-2010-06-22-227530"	"07-0003m"	"Viet Nam"	"Asia"	"Viet Nam"	"07-0003m"	"Homo sapiens"	"2007"	"diseased"	"sterile"	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882205"	"Klebsiella pneumoniae"	"07_0003m-sc-2010-06-22-227530"	""	""	""
"ERR024838"	"ERR024838"	"ERR024838"	""	""	"ERR024838"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA881993"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA881993"	"ERP000165"	"ERS005758"	"AJ064"	"Australia"	"Oceania"	"Australia"	"AJ064"	"Homo sapiens"	"2001"	"diseased"	"urine"	""	""	""	""	""	"ERS005758"	"Klebsiella pneumoniae"	""
"ERR025497"	"ERR025497"	"ERR025497"	""	""	"ERR025497"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882153"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882153"	"ERP000165"	"K296N-sc-2010-06-22-227569"	"K296N"	"Viet Nam"	"Asia"	"Viet Nam"	"K296N"	"Homo sapiens"	"2005"	"healthy"	"respiratory"	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882153"	"Klebsiella pneumoniae"	"K296N-sc-2010-06-22-227569"	""	""	""
"ERR025992"	"ERR025992"	"ERR025992"	""	""	"ERR025992"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882239"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882239"	"ERP000165"	"ERS012046"	"1824"	"Indonesia"	"Asia"	"Indonesia"	"1824"	"Homo sapiens"	"2005"	"diseased"	"sterile"	""	""	""	""	""	"ERS012046"	"Klebsiella pneumoniae"	""
"ERR025524"	"ERR025524"	"ERR025524"	""	""	"ERR025524"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882286"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882286"	"ERP000165"	"206535_0-sc-2010-06-22-227594"	"206535"	"USA"	"North America"	"USA"	"206535"	"Monkey"	"2008"	"healthy"	"intestinal"	"2011-02-14T17:17:43Z"	"2018-03-09T09:52:29Z"	"SAMEA882286"	"Klebsiella pneumoniae"	"206535_0-sc-2010-06-22-227594"	""	""	""
"ERR025647"	"ERR025647"	"ERR025647"	""	""	"ERR025647"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882062"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882062"	"ERP000165"	"ERS012033"	"1523"	"Indonesia"	"Asia"	"Indonesia"	"1523"	"Homo sapiens"	"2005"	"diseased"	"sterile"	""	""	""	""	""	"ERS012033"	"Klebsiella pneumoniae"	""
"ERR024819"	"ERR024819"	"ERR024819"	""	""	"ERR024819"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882002"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882002"	"ERP000165"	"ERS005751"	"AJ034"	"Australia"	"Oceania"	"Australia"	"AJ034"	"Homo sapiens"	"2001"	"diseased"	"urine"	""	""	""	""	""	"ERS005751"	"Klebsiella pneumoniae"	""
"ERR025152"	"ERR025152"	"ERR025152"	""	""	"ERR025152"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882023"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882023"	"ERP000165"	"ERS011960"	"QMP M1-415"	"USA"	"North America"	"USA"	"QMP M1-415"	"Environmental"	"2005"	""	"environment"	""	""	""	""	""	"ERS011960"	"Klebsiella pneumoniae"	""
"ERR025535"	"ERR025535"	"ERR025535"	""	""	"ERR025535"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882057"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882057"	"ERP000165"	"ERS011883"	"UI 2213"	"Laos"	"Asia"	"Laos"	"UI 2213"	"Homo sapiens"	"2002"	"diseased"	"sterile"	""	""	""	""	""	"ERS011883"	"Klebsiella pneumoniae"	""
