"sample_id"	"name"	"description"	"path"	"path_2"	"ncbi_accession"	"ncbi_query"	"ncbi_query_max"	"sequence_type"	"report_group_ids"	"color_by"	"ploidy"	"enabled"	"ref_contextual_usage"	"ref_enabled"	"sra_2"	"Organism"	"Platform"	"ReleaseDate"	"Sample.Name"	"SRA.Study"	"Sample_Name"	"strain"	"geo_loc_name_country"	"geo_loc_name_country_continent"	"geographic_location_.country_and.or_sea."	"Serovar"	"specific_host"	"Collection_Date"	"host_health_state"	"isolation_source"	"ENA_first_public"	"ENA_last_update"	"external_id"	"Scientific_Name"	"Submitter_Id"	"SRA_accession"	"Title"	"ref_ids"
"ERR025599"	"ERR025599"	"ERR025599"	""	""	"ERR025599"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA881990"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA881990"	"ERP000165"	"ERS011978"	"QMP M1-895"	"USA"	"North America"	"USA"	"QMP M1-895"	"Homo sapiens"	"2007"	"diseased"	"urine"	""	""	""	""	""	"ERS011978"	"Klebsiella pneumoniae"	""
"ERR025105"	"ERR025105"	"ERR025105"	""	""	"ERR025105"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882170"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882170"	"ERP000165"	"ERS005781"	"AJ218"	"Australia"	"Oceania"	"Australia"	"AJ218"	"Homo sapiens"	"2002"	"diseased"	"urine"	""	""	""	""	""	"ERS005781"	"Klebsiella pneumoniae"	""
"ERR025667"	"ERR025667"	"ERR025667"	""	""	"ERR025667"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882215"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882215"	"ERP000165"	"ERS012041"	"1612"	"Indonesia"	"Asia"	"Indonesia"	"1612"	"Homo sapiens"	"2005"	"diseased"	"sterile"	""	""	""	""	""	"ERS012041"	"Klebsiella pneumoniae"	""
"ERR025144"	"ERR025144"	"ERR025144"	""	""	"ERR025144"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882216"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882216"	"ERP000165"	"QMP_M1_222-sc-2010-06-22-227675"	"QMP M1-562"	"USA"	"North America"	"USA"	"QMP M1-562"	"Bovine"	"2005"	"diseased"	"sterile"	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882216"	"Klebsiella pneumoniae"	"QMP_M1_222-sc-2010-06-22-227675"	""	""	""
"ERR024843"	"ERR024843"	"ERR024843"	""	""	"ERR024843"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882041"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882041"	"ERP000165"	"ERS005765"	"AJ155"	"Australia"	"Oceania"	"Australia"	"AJ155"	"Homo sapiens"	"2002"	"diseased"	""	""	""	""	""	""	"ERS005765"	"Klebsiella pneumoniae"	""
"ERR025995"	"ERR025995"	"ERR025995"	""	""	"ERR025995"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882190"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882190"	"ERP000165"	"1896_0-sc-2010-06-22-227781"	"1896"	"Indonesia"	"Asia"	"Indonesia"	"1896"	"Homo sapiens"	"2005"	"diseased"	"sterile"	"2011-02-14T17:17:45Z"	"2018-03-09T09:52:30Z"	"SAMEA882190"	"Klebsiella pneumoniae"	"1896_0-sc-2010-06-22-227781"	""	""	""
"ERR025468"	"ERR025468"	"ERR025468"	""	""	"ERR025468"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882205"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882205"	"ERP000165"	"07_0003m-sc-2010-06-22-227530"	"07-0003m"	"Viet Nam"	"Asia"	"Viet Nam"	"07-0003m"	"Homo sapiens"	"2007"	"diseased"	"sterile"	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882205"	"Klebsiella pneumoniae"	"07_0003m-sc-2010-06-22-227530"	""	""	""
"ERR024838"	"ERR024838"	"ERR024838"	""	""	"ERR024838"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA881993"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA881993"	"ERP000165"	"ERS005758"	"AJ064"	"Australia"	"Oceania"	"Australia"	"AJ064"	"Homo sapiens"	"2001"	"diseased"	"urine"	""	""	""	""	""	"ERS005758"	"Klebsiella pneumoniae"	""
"ERR025497"	"ERR025497"	"ERR025497"	""	""	"ERR025497"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882153"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882153"	"ERP000165"	"K296N-sc-2010-06-22-227569"	"K296N"	"Viet Nam"	"Asia"	"Viet Nam"	"K296N"	"Homo sapiens"	"2005"	"healthy"	"respiratory"	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882153"	"Klebsiella pneumoniae"	"K296N-sc-2010-06-22-227569"	""	""	""
"ERR025992"	"ERR025992"	"ERR025992"	""	""	"ERR025992"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882239"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882239"	"ERP000165"	"ERS012046"	"1824"	"Indonesia"	"Asia"	"Indonesia"	"1824"	"Homo sapiens"	"2005"	"diseased"	"sterile"	""	""	""	""	""	"ERS012046"	"Klebsiella pneumoniae"	""
"ERR025524"	"ERR025524"	"ERR025524"	""	""	"ERR025524"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882286"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882286"	"ERP000165"	"206535_0-sc-2010-06-22-227594"	"206535"	"USA"	"North America"	"USA"	"206535"	"Monkey"	"2008"	"healthy"	"intestinal"	"2011-02-14T17:17:43Z"	"2018-03-09T09:52:29Z"	"SAMEA882286"	"Klebsiella pneumoniae"	"206535_0-sc-2010-06-22-227594"	""	""	""
"ERR025647"	"ERR025647"	"ERR025647"	""	""	"ERR025647"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882062"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882062"	"ERP000165"	"ERS012033"	"1523"	"Indonesia"	"Asia"	"Indonesia"	"1523"	"Homo sapiens"	"2005"	"diseased"	"sterile"	""	""	""	""	""	"ERS012033"	"Klebsiella pneumoniae"	""
"ERR024819"	"ERR024819"	"ERR024819"	""	""	"ERR024819"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882002"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882002"	"ERP000165"	"ERS005751"	"AJ034"	"Australia"	"Oceania"	"Australia"	"AJ034"	"Homo sapiens"	"2001"	"diseased"	"urine"	""	""	""	""	""	"ERS005751"	"Klebsiella pneumoniae"	""
"ERR025152"	"ERR025152"	"ERR025152"	""	""	"ERR025152"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882023"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882023"	"ERP000165"	"ERS011960"	"QMP M1-415"	"USA"	"North America"	"USA"	"QMP M1-415"	"Environmental"	"2005"	""	"environment"	""	""	""	""	""	"ERS011960"	"Klebsiella pneumoniae"	""
"ERR025535"	"ERR025535"	"ERR025535"	""	""	"ERR025535"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882057"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882057"	"ERP000165"	"ERS011883"	"UI 2213"	"Laos"	"Asia"	"Laos"	"UI 2213"	"Homo sapiens"	"2002"	"diseased"	"sterile"	""	""	""	""	""	"ERS011883"	"Klebsiella pneumoniae"	""
"ERR025994"	"ERR025994"	"ERR025994"	""	""	"ERR025994"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882258"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882258"	"ERP000165"	"1884_0-sc-2010-06-22-227780"	"1884"	"Indonesia"	"Asia"	"Indonesia"	"1884"	"Homo sapiens"	"2005"	"diseased"	"sterile"	"2011-02-14T17:17:45Z"	"2018-03-09T09:52:30Z"	"SAMEA882258"	"Klebsiella pneumoniae"	"1884_0-sc-2010-06-22-227780"	""	""	""
"ERR025662"	"ERR025662"	"ERR025662"	""	""	"ERR025662"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882067"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882067"	"ERP000165"	"ERS012036"	"1557"	"Indonesia"	"Asia"	"Indonesia"	"1557"	"Homo sapiens"	"2005"	"diseased"	"urine"	""	""	""	""	""	"ERS012036"	"Klebsiella pneumoniae"	""
"ERR025984"	"ERR025984"	"ERR025984"	""	""	"ERR025984"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882019"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882019"	"ERP000165"	"QMP_M1_822-sc-2010-06-22-227697"	"QMP M1-822"	"USA"	"North America"	"USA"	"QMP M1-822"	"Bovine"	"2006"	"diseased"	"sterile"	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882019"	"Klebsiella pneumoniae"	"QMP_M1_822-sc-2010-06-22-227697"	""	""	""
"ERR025135"	"ERR025135"	"ERR025135"	""	""	"ERR025135"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882140"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882140"	"ERP000165"	"QMP_M1_044-sc-2010-06-22-227667"	"QMP M1-044"	"USA"	"North America"	"USA"	"QMP M1-044"	"Bovine"	"2005"	"healthy"	"intestinal"	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882140"	"Klebsiella pneumoniae"	"QMP_M1_044-sc-2010-06-22-227667"	""	""	""
"ERR025484"	"ERR025484"	"ERR025484"	""	""	"ERR025484"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882245"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882245"	"ERP000165"	"QMP_B2_176-sc-2010-06-22-227545"	"QMP B2-176"	"USA"	"North America"	"USA"	"QMP B2-176"	"Bovine"	"2006"	"diseased"	"sterile"	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882245"	"Klebsiella pneumoniae"	"QMP_B2_176-sc-2010-06-22-227545"	""	""	""
"ERR025581"	"ERR025581"	"ERR025581"	""	""	"ERR025581"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882111"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882111"	"ERP000165"	"UI_14245-sc-2010-06-22-227633"	"UI 14245"	"Laos"	"Asia"	"Laos"	"UI 14245"	"Homo sapiens"	""	"diseased"	"sterile"	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882111"	"Klebsiella pneumoniae"	"UI_14245-sc-2010-06-22-227633"	""	""	""
"ERR025531"	"ERR025531"	"ERR025531"	""	""	"ERR025531"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882008"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882008"	"ERP000165"	"U_13792_2-sc-2010-06-22-227612"	"U 13792/2"	"Laos"	"Asia"	"Laos"	"U 13792/2"	"Homo sapiens"	"2009"	"diseased"	"urine"	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882008"	"Klebsiella pneumoniae"	"U_13792_2-sc-2010-06-22-227612"	""	""	""
"ERR025629"	"ERR025629"	"ERR025629"	""	""	"ERR025629"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882031"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882031"	"ERP000165"	"QMP_M1_868-sc-2010-06-22-227739"	"QMP M1-868"	"USA"	"North America"	"USA"	"QMP M1-868"	"Homo sapiens"	"2006"	"diseased"	"sterile"	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882031"	"Klebsiella pneumoniae"	"QMP_M1_868-sc-2010-06-22-227739"	""	""	""
"ERR025547"	"ERR025547"	"ERR025547"	""	""	"ERR025547"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882113"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882113"	"ERP000165"	"ERS011906"	"DR5092/05"	"Singapore"	"Asia"	"Singapore"	"DR5092/05"	"Homo sapiens"	"2005"	"healthy"	"intestinal"	""	""	""	""	""	"ERS011906"	"Klebsiella pneumoniae"	""
"ERR025107"	"ERR025107"	"ERR025107"	""	""	"ERR025107"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882172"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882172"	"ERP000165"	"AJ229-sc-2010-05-07-30785"	"AJ229"	"Australia"	"Oceania"	"Australia"	"AJ229"	"Homo sapiens"	"2002"	"diseased"	"urine"	"2010-03-08T08:58:24Z"	"2018-03-09T09:52:01Z"	"SAMEA882172"	"Klebsiella pneumoniae"	"AJ229-sc-2010-05-07-30785"	""	""	""
"ERR025534"	"ERR025534"	"ERR025534"	""	""	"ERR025534"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882254"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882254"	"ERP000165"	"ERS011882"	"UI 522"	"Laos"	"Asia"	"Laos"	"UI 522"	"Homo sapiens"	"2000"	"diseased"	"sterile"	""	""	""	""	""	"ERS011882"	"Klebsiella pneumoniae"	""
"ERR025988"	"ERR025988"	"ERR025988"	""	""	"ERR025988"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882028"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882028"	"ERP000165"	"QMP_M1_882-sc-2010-06-22-227701"	"QMP M1-882"	"USA"	"North America"	"USA"	"QMP M1-882"	"Homo sapiens"	"2007"	"diseased"	"urine"	"2011-02-14T17:17:45Z"	"2018-03-09T09:52:30Z"	"SAMEA882028"	"Klebsiella pneumoniae"	"QMP_M1_882-sc-2010-06-22-227701"	""	""	""
"ERR025641"	"ERR025641"	"ERR025641"	""	""	"ERR025641"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882054"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882054"	"ERP000165"	"09_2072m-sc-2010-06-22-227750"	"09-2072m"	"Viet Nam"	"Asia"	"Viet Nam"	"09-2072m"	"Homo sapiens"	"2009"	"diseased"	"sterile"	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882054"	"Klebsiella pneumoniae"	"09_2072m-sc-2010-06-22-227750"	""	""	""
"ERR025980"	"ERR025980"	"ERR025980"	""	""	"ERR025980"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA881982"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA881982"	"ERP000165"	"ERS011971"	"QMP M1-886"	"USA"	"North America"	"USA"	"QMP M1-886"	"Homo sapiens"	"2007"	"diseased"	"urine"	""	""	""	""	""	"ERS011971"	"Klebsiella pneumoniae"	""
"ERR025540"	"ERR025540"	"ERR025540"	""	""	"ERR025540"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882109"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882109"	"ERP000165"	"DM23092_04-sc-2010-06-22-227635"	"DM23092/04"	"Singapore"	"Asia"	"Singapore"	"DM23092/04"	"Homo sapiens"	"2004"	"diseased"	""	"2011-02-14T17:17:44Z"	"2018-03-09T09:52:29Z"	"SAMEA882109"	"Klebsiella pneumoniae"	"DM23092_04-sc-2010-06-22-227635"	""	""	""
"ERR024823"	"ERR024823"	"ERR024823"	""	""	"ERR024823"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882279"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882279"	"ERP000165"	"AJ054-sc-2010-05-07-30746"	"AJ054"	"Australia"	"Oceania"	"Australia"	"AJ054"	"Homo sapiens"	"2001"	"diseased"	"urine"	"2010-03-08T08:57:11Z"	"2018-03-09T09:52:03Z"	"SAMEA882279"	"Klebsiella pneumoniae"	"AJ054-sc-2010-05-07-30746"	""	""	""
"ERR025544"	"ERR025544"	"ERR025544"	""	""	"ERR025544"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882110"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882110"	"ERP000165"	"ERS011903"	"DB44834/96"	"Singapore"	"Asia"	"Singapore"	"DB44834/96"	"Homo sapiens"	"1996"	"diseased"	"sterile"	""	""	""	""	""	"ERS011903"	"Klebsiella pneumoniae"	""
"ERR025485"	"ERR025485"	"ERR025485"	""	""	"ERR025485"	""	"10"	"illumina"	"_no_group_defined_"	"geo_loc_name_country"	"1"	"TRUE"	"optional"	"TRUE"	"SAMEA882246"	"Klebsiella pneumoniae"	"ILLUMINA"	"2011-03-18T00:00:00Z"	"SAMEA882246"	"ERP000165"	"K21Sp-sc-2010-06-22-227546"	"K21Sp"	"Viet Nam"	"Asia"	"Viet Nam"	"K21Sp"	"Homo sapiens"	"2004"	"healthy"	"respiratory"	"2011-02-14T17:17:43Z"	"2018-03-09T09:52:29Z"	"SAMEA882246"	"Klebsiella pneumoniae"	"K21Sp-sc-2010-06-22-227546"	""	""	""
